fonte,motorista,rotulo_evento,comportamento,magnitude_pico_ms2,evento_detectado
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.724664233362289,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.315209187155381,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.514911757269789,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.150801020993963,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.150801020993963,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.150801020993963,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.150801020993963,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.150801020993963,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.154273983642537,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.532930102259144,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.532930102259144,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.532930102259144,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.606263594709693,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.745127275662995,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.745127275662995,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.745127275662995,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.745127275662995,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.745127275662995,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.607207970917706,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.653625001031688,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.604413396561643,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.604413396561643,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.604413396561643,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.604413396561643,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.863089711765577,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.863089711765577,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.863089711765577,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.863089711765577,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.863089711765577,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.526229459638005,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.25775389538193,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.25775389538193,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.25775389538193,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.25775389538193,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.25775389538193,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.509476802906931,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.265230510490672,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.510738658014182,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.664550643764398,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.293035757441596,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.219983393750766,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.219983393750766,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.219983393750766,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.219983393750766,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.219983393750766,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.086082282800185,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.086082282800185,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.086082282800185,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.009830775611483,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.0518542738890835,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.503867605601542,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.503867605601542,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.503867605601542,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.503867605601542,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.503867605601542,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.536163993949621,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.671617623196397,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.671617623196397,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,8.671617623196397,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.098995660820394,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.098995660820394,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.098995660820394,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.098995660820394,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.156752952887353,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.272376015077849,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.08671437193833,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.668217836066446,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.698446128384925,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.75136765424957,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.75136765424957,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.75136765424957,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.75136765424957,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.75136765424957,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.2262424189758665,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.484531551646756,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.734378881241485,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.734378881241485,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.734378881241485,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.734378881241485,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,4.98024159681289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.204732295866446,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.204732295866446,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.204732295866446,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,5.87857446491616,False
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.0511712264254145,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.187818058912426,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.878899698866329,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.878899698866329,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.82077294903229,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.82077294903229,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.713206972004497,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.713206972004497,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.713206972004497,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.713206972004497,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.602411654954445,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.88838738346524,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.071607663857523,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.071607663857523,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.071607663857523,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.071607663857523,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,7.071607663857523,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,6.7231437801368115,True
Yuksel & Atmaca (2020),desconhecido,Sudden Right Turn,agressiva,3.1095370951638137,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.703963500041289,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,4.861048401132982,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.443556432500013,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.667626592936211,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.667626592936211,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.667626592936211,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.667626592936211,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.366196323755663,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.489155024274231,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.248813128299975,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.248813128299975,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.248813128299975,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.248813128299975,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.298398326267808,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.31884295421733,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.214732328123985,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.131835112918633,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.131835112918633,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,5.168349986541743,False
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.173198157807369,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.065477309131177,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,6.478048289168482,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.225968743269613,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.225968743269613,True
Yuksel & Atmaca (2020),desconhecido,Sudden Left Turn,agressiva,7.271669345289953,True
