limiar_ms2,taxa_min_eventos_min,n_agressiva,agressiva_sinalizados,sensibilidade,n_normal,normal_sinalizados,especificidade,youden,n_sonolenta,sonolenta_sinalizados,taxa_sonolenta
1.5,1.8,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.5,1.9,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.5,2.0,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,7,0.5833333333333334
1.6,0.0,11,11,1.0,17,11,0.35294117647058826,0.3529411764705883,12,12,1.0
1.6,0.1,11,11,1.0,17,9,0.47058823529411764,0.47058823529411775,12,12,1.0
1.6,0.2,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.6,0.3,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.6,0.4,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.6,0.5,11,10,0.9090909090909091,17,7,0.5882352941176471,0.49732620320855614,12,11,0.9166666666666666
1.6,0.6,11,10,0.9090909090909091,17,7,0.5882352941176471,0.49732620320855614,12,10,0.8333333333333334
1.6,0.7,11,9,0.8181818181818182,17,6,0.6470588235294118,0.46524064171123003,12,10,0.8333333333333334
1.6,0.8,11,9,0.8181818181818182,17,5,0.7058823529411765,0.5240641711229947,12,10,0.8333333333333334
1.6,0.9,11,9,0.8181818181818182,17,5,0.7058823529411765,0.5240641711229947,12,10,0.8333333333333334
1.6,1.0,11,9,0.8181818181818182,17,5,0.7058823529411765,0.5240641711229947,12,10,0.8333333333333334
1.6,1.1,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,9,0.75
1.6,1.2,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,8,0.6666666666666666
1.6,1.3,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.6,1.4,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.6,1.5,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.6,1.6,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,7,0.5833333333333334
1.6,1.7,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,7,0.5833333333333334
1.6,1.8,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,7,0.5833333333333334
1.6,1.9,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,7,0.5833333333333334
1.6,2.0,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,7,0.5833333333333334
1.7,0.0,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.7,0.1,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.7,0.2,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.7,0.3,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.7,0.4,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.7,0.5,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,11,0.9166666666666666
1.7,0.6,11,10,0.9090909090909091,17,5,0.7058823529411765,0.6149732620320856,12,10,0.8333333333333334
1.7,0.7,11,9,0.8181818181818182,17,5,0.7058823529411765,0.5240641711229947,12,10,0.8333333333333334
1.7,0.8,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,9,0.75
1.7,0.9,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,8,0.6666666666666666
1.7,1.0,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,8,0.6666666666666666
1.7,1.1,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,8,0.6666666666666666
1.7,1.2,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,6,0.5
1.7,1.3,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,6,0.5
1.7,1.4,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,1.5,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,1.6,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,1.7,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,1.8,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,1.9,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.7,2.0,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,0.0,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.8,0.1,11,10,0.9090909090909091,17,8,0.5294117647058824,0.4385026737967914,12,12,1.0
1.8,0.2,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,12,1.0
1.8,0.3,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,11,0.9166666666666666
1.8,0.4,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,11,0.9166666666666666
1.8,0.5,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,10,0.8333333333333334
1.8,0.6,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,9,0.75
1.8,0.7,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,8,0.6666666666666666
1.8,0.8,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.8,0.9,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,7,0.5833333333333334
1.8,1.0,11,8,0.7272727272727273,17,4,0.7647058823529411,0.4919786096256684,12,6,0.5
1.8,1.1,11,8,0.7272727272727273,17,4,0.7647058823529411,0.4919786096256684,12,6,0.5
1.8,1.2,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,1.3,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,1.4,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,1.5,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,1.6,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.8,1.7,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.8,1.8,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.8,1.9,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.8,2.0,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,5,0.4166666666666667
1.9,0.0,11,10,0.9090909090909091,17,7,0.5882352941176471,0.49732620320855614,12,12,1.0
1.9,0.1,11,10,0.9090909090909091,17,7,0.5882352941176471,0.49732620320855614,12,11,0.9166666666666666
1.9,0.2,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,11,0.9166666666666666
1.9,0.3,11,10,0.9090909090909091,17,5,0.7058823529411765,0.6149732620320856,12,10,0.8333333333333334
1.9,0.4,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,10,0.8333333333333334
1.9,0.5,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,10,0.8333333333333334
1.9,0.6,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,8,0.6666666666666666
1.9,0.7,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,7,0.5833333333333334
1.9,0.8,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,7,0.5833333333333334
1.9,0.9,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.9,1.0,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,6,0.5
1.9,1.1,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.2,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.3,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.4,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.5,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.6,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.7,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
1.9,1.8,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,5,0.4166666666666667
1.9,1.9,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,5,0.4166666666666667
1.9,2.0,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,0.0,11,10,0.9090909090909091,17,6,0.6470588235294118,0.5561497326203209,12,12,1.0
2.0,0.1,11,10,0.9090909090909091,17,5,0.7058823529411765,0.6149732620320856,12,11,0.9166666666666666
2.0,0.2,11,10,0.9090909090909091,17,5,0.7058823529411765,0.6149732620320856,12,10,0.8333333333333334
2.0,0.3,11,9,0.8181818181818182,17,5,0.7058823529411765,0.5240641711229947,12,10,0.8333333333333334
2.0,0.4,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.0,0.5,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,8,0.6666666666666666
2.0,0.6,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,7,0.5833333333333334
2.0,0.7,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,6,0.5
2.0,0.8,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.0,0.9,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.0,1.0,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.0,1.1,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.0,1.2,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.0,1.3,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.4,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.5,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.6,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.7,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.8,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.0,1.9,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,4,0.3333333333333333
2.0,2.0,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,4,0.3333333333333333
2.1,0.0,11,10,0.9090909090909091,17,5,0.7058823529411765,0.6149732620320856,12,11,0.9166666666666666
2.1,0.1,11,10,0.9090909090909091,17,4,0.7647058823529411,0.6737967914438503,12,10,0.8333333333333334
2.1,0.2,11,9,0.8181818181818182,17,4,0.7647058823529411,0.5828877005347595,12,10,0.8333333333333334
2.1,0.3,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.1,0.4,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.1,0.5,11,8,0.7272727272727273,17,3,0.8235294117647058,0.5508021390374331,12,7,0.5833333333333334
2.1,0.6,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,6,0.5
2.1,0.7,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.1,0.8,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.1,0.9,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.1,1.0,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.1,1.1,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.1,1.2,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.1,1.3,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.1,1.4,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.1,1.5,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.1,1.6,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.1,1.7,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.1,1.8,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,4,0.3333333333333333
2.1,1.9,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,4,0.3333333333333333
2.1,2.0,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,4,0.3333333333333333
2.2,0.0,11,10,0.9090909090909091,17,3,0.8235294117647058,0.7326203208556148,12,10,0.8333333333333334
2.2,0.1,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.2,0.2,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.2,0.3,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,9,0.75
2.2,0.4,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,8,0.6666666666666666
2.2,0.5,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.2,0.6,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.2,0.7,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.2,0.8,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.2,0.9,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.2,1.0,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.2,1.1,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.2,1.2,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.2,1.3,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.2,1.4,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.2,1.5,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.2,1.6,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,5,0.4166666666666667
2.2,1.7,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,5,0.4166666666666667
2.2,1.8,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,4,0.3333333333333333
2.2,1.9,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,4,0.3333333333333333
2.2,2.0,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,4,0.3333333333333333
2.3,0.0,11,9,0.8181818181818182,17,3,0.8235294117647058,0.641711229946524,12,10,0.8333333333333334
2.3,0.1,11,9,0.8181818181818182,17,2,0.8823529411764706,0.7005347593582889,12,10,0.8333333333333334
2.3,0.2,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,10,0.8333333333333334
2.3,0.3,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,9,0.75
2.3,0.4,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,7,0.5833333333333334
2.3,0.5,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.3,0.6,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.3,0.7,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.3,0.8,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.3,0.9,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.3,1.0,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.3,1.1,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.3,1.2,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.3,1.3,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.3,1.4,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,5,0.4166666666666667
2.3,1.5,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,5,0.4166666666666667
2.3,1.6,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,4,0.3333333333333333
2.3,1.7,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,4,0.3333333333333333
2.3,1.8,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,3,0.25
2.3,1.9,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,3,0.25
2.3,2.0,11,4,0.36363636363636365,17,2,0.8823529411764706,0.24598930481283432,12,2,0.16666666666666666
2.4,0.0,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,10,0.8333333333333334
2.4,0.1,11,8,0.7272727272727273,17,2,0.8823529411764706,0.6096256684491979,12,10,0.8333333333333334
2.4,0.2,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,8,0.6666666666666666
2.4,0.3,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,8,0.6666666666666666
2.4,0.4,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,7,0.5833333333333334
2.4,0.5,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.4,0.6,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,6,0.5
2.4,0.7,11,7,0.6363636363636364,17,2,0.8823529411764706,0.5187165775401068,12,5,0.4166666666666667
2.4,0.8,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.4,0.9,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.4,1.0,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.4,1.1,11,6,0.5454545454545454,17,2,0.8823529411764706,0.427807486631016,12,5,0.4166666666666667
2.4,1.2,11,5,0.45454545454545453,17,2,0.8823529411764706,0.33689839572192515,12,5,0.4166666666666667
